//mob_skill_db.txtへオーバーライド
//MOB_ID,ダミー文字列,STATE,SKILL_ID,SKILL_LV,万分率,casttime,delay,妨害可能,ターゲット,条件タイプ,条件値,値1,値2,値3,値4,値5,使用時エモーション
30052,ソーサラー＠バキュームエクストリーム,attack,2453,5,5000,200,25000,no,around8,always,0,,,,,,
30052,ソーサラー＠ディスペル,any,289,5,10000,150,10000,no,target,always,0,,,,,,
30052,ソーサラー＠ダブルキャスティング,any,482,1,10000,0,30000,no,self,always,0,,,,,,
30052,ソーサラー＠ソウルバーン,any,375,5,10000,0,15000,yes,target,always,0,,,,,,
30052,ソーサラー＠スパイダーウェブ,chase,405,1,10000,0,1000,yes,target,always,0,,,,,,
30052,ソーサラー＠サイキックウェーブ,attack,2449,5,5000,1000,5000,no,around5,always,0,,,,,,
30052,ソーサラー＠コールドボルト,attack,14,10,5000,100,2000,no,target,always,0,,,,,,
30052,ソーサラー＠クラウドキル,attack,2450,5,5000,300,10000,no,around5,always,0,,,,,,
30052,ソーサラー＠ウォールオブフォグ,attack,404,1,10000,0,10000,yes,self,longrangeattacked,0,,,,,,
30052,ソーサラー＠アースグレイヴ,attack,2446,5,5000,300,10000,no,around5,always,0,,,,,,
30052,ソーサラー＠ヒール,idle,28,11,10000,0,5000,no,self,myhpgtmaxrate,60,,,,,,










































































































20801,深海のスロフォ＠ホーリーアタック,attack,189,1,2000,0,5331,no,target,always,0,0,0,0,0,0,0,
20801,深海のスロフォ＠インビジブル,any,353,1,2000,0,1000,no,self,always,0,,,,,,
20801,深海のスロフォ＠Mレイオブジェネシス,attack,737,7,2000,200,1,no,target,always,0,,,,,,



































































